workload,size,threads,impl,status,runs,expected_runs,ops_median,ops_min,ops_max,cv_pct,ops_ci_low,ops_ci_high,wall_ms_median,cpu_s_median,ops_per_cpu_s,lat_p50_ns,lat_p99_ns,lat_p999_ns,bytes_per_task,peak_rss_kb_median,reason
mutex,10000000,2,tokio-tuned,ok,10,10,142517498.65,141471550.3,150376534.6,1.8781987305905392,141545299.0,144659452.9,70.1668235,,,,,,,7104.0,
mutex,10000000,6,tokio,ok,10,10,9905141.0,9616349.3,9979053.7,1.0626263744717634,9807240.2,9947149.3,1009.5772855,,,,,,,2816.0,
mutex,10000000,6,crossbeam,ok,10,10,75124285.94999999,74475370.0,77092855.6,1.0234012839144622,74621957.3,75830245.3,133.1127655,,,,,,,2176.0,
mutex,10000000,6,go,ok,10,10,23665708.321627624,23148211.53781076,24926285.992958743,2.5565959033601238,23350768.60502611,24689008.17975727,422.5594495,,,,,,,2688.0,
mutex,10000000,6,tokio-tuned,ok,10,10,80510750.6,78422450.2,82467086.7,1.5763440881830952,79507830.6,82174659.0,124.208226,,,,,,,9160.0,
mutex,10000000,12,tokio,ok,10,10,9468162.899999999,9113405.8,9858959.8,2.3436288796464186,9333874.3,9850287.4,1056.17493,,,,,,,2816.0,
mutex,10000000,12,crossbeam,ok,10,10,81591999.1,70823752.8,85466460.1,5.637663145067499,73656902.1,82891938.6,122.561093,,,,,,,2176.0,
mutex,10000000,12,go,ok,10,10,26984640.549905628,26244403.03987451,27669658.586849663,1.3788378366941456,26803735.68167223,27249480.592200536,370.5824615,,,,,,,2688.0,
mutex,10000000,12,tokio-tuned,ok,10,10,82602700.8,78071400.3,96381644.2,6.853289366958472,80289603.3,90491924.0,121.0683115,,,,,,,10134.0,
idle,10000,12,tokio,ok,10,10,1123694.1,974718.5,1500969.2,1.3954436308829212,1097523.5,1488656.6,8.8995395,,,,,,393.2,6528.0,
idle,10000,12,crossbeam,ok,10,10,42756.85,42175.9,43286.9,0.1600473002686554,42257.9,43060.4,233.881197,,,,,,10079.4,100544.0,
idle,10000,12,go,ok,10,10,578448.8100052315,534172.4826921439,657947.2860529781,0.8466523814961366,548055.5373174852,624869.4022949204,17.287616,,,,,,2811.4943999999996,30208.0,
idle,10000,12,tokio-tuned,ok,10,10,2564046.15,2069998.7,3431567.7,27.149722580733055,2527561.2,2617851.1,3.900107,,,,,,224.9,11146.0,
idle,100000,12,tokio,ok,10,10,2027944.6,1765207.9,2070801.2,0.20078393053639984,1991627.4,2038233.1,49.311019,,,,,,385.4,40192.0,
idle,100000,12,crossbeam,skipped,0,10,,,,,,,,,,,,,,,one OS thread per task; capped at 20000
idle,100000,12,go,ok,10,10,602709.6394062522,473289.26035343565,707803.9640943223,0.1161804833336969,499380.306493165,644219.221539279,166.2886485,,,,,,2765.6192,272704.0,
idle,100000,12,tokio-tuned,ok,10,10,2380862.65,1280225.6,4636989.8,2.47690575856596,1517258.3,4338280.5,42.838818,,,,,,253.14999999999998,33648.0,
idle,1000000,12,tokio,ok,10,10,1918010.9500000002,1860441.7,2104695.4,0.0219579742399625,1894991.5,2094983.4,521.3734585,,,,,,384.0,377728.0,
idle,1000000,12,crossbeam,skipped,0,10,,,,,,,,,,,,,,,one OS thread per task; capped at 20000
idle,1000000,12,go,ok,10,10,633790.0631835554,553964.3769008383,662585.9390113429,0.32903214234345035,616558.9153919753,661720.6410290601,1578.065555,,,,,,2758.187008,2696358.0,
idle,1000000,12,tokio-tuned,ok,10,10,3010139.2,2001835.5,4384754.4,0.35374320402045895,2121952.5,4354368.3,333.7691225,,,,,,256.05,259072.0,
